"engagement";0.32061;0.07183;0.30286;0.1002
"fait";-0.02272;0.00091;0.19778;0.10776
"valeur";0.13945;0.01418;-0.05231;0.00312
"lui";-0.09391;0.01366;-0.04524;0.00496
"information";0.10496;0.00837;0.58865;0.41144
"approche";-0.25976;0.17426;-0.06112;0.01508
"relation";-0.10678;0.02737;0.03765;0.00532
"lequel";0.17372;0.06143;0.03508;0.00392
"réseau";0.15953;0.03943;0.50474;0.61711
"second";0.34706;0.20127;-0.25252;0.16658
"carte";0.1008;0.02964;0.10933;0.0545
"évolution";0.2414;0.09738;-0.52942;0.73217
"point";0.06571;0.00774;-0.16055;0.07223
"construire";0.27175;0.13911;-0.18056;0.096
"international";0.35838;0.26925;0.23302;0.17794
"risque";-0.93049;2.26227;-0.55728;1.2685
"poser";0.02986;0.00133;-0.08527;0.01692
"définir";-0.25103;0.03063;0.21875;0.03636
"racisme";0.28129;0.00481;1.12843;0.12096
"géographie";0.06764;0.01251;-0.20814;0.18519
"diversité";-0.33328;0.10124;0.10027;0.01433
"représenter";-0.46729;0.11278;-0.03392;0.00093
"fort";-0.12934;0.03609;-0.00244;2e-05
"humain";-0.45989;0.40483;-0.04355;0.00567
"porter";0.2521;0.07917;-0.08463;0.01395
"majeur";-0.06291;0.00938;-0.12214;0.05527
"représentant";-0.42016;0.03218;0.26091;0.0194
"où";-0.18307;0.06415;-0.21183;0.13426
"construction";0.57688;0.57632;-0.48138;0.62733
"urbain";0.179;0.08859;-0.01444;9e-04
"pratique";-0.03443;0.00238;0.00682;0.00015
"quelque";-0.05887;0.00853;0.26093;0.26193
"effet";0.02171;0.00102;-0.09882;0.03293
"pédagogique";0.01825;0.00016;0.80311;0.49014
"rapport";-0.18872;0.05951;0.10846;0.03073
"dimension";0.0831;0.00986;0.11328;0.02865
"culturel";0.09332;0.02143;0.30021;0.34672
"projet";0.45877;0.24938;-0.19873;0.07315
"identifier";-0.10736;0.01156;0.40405;0.25588
"alors";0.093;0.01314;0.0913;0.0198
"terme";-0.19269;0.05866;-0.07643;0.01443
