"marquer";-0.2324;0.04145;0.31236;0.16028;-0.32133;0.28298
"affaire";-0.21153;0.01818;-0.14571;0.01846;0.04912;0.0035
"élément";0.42141;0.06413;-0.48217;0.17972;-0.29487;0.11214
"souvent";0.19432;0.02329;0.03341;0.00147;-0.13911;0.04264
"territorial";0.69767;0.3442;0.27772;0.11676;0.6219;0.97685
"chaque";-0.05795;0.00101;-0.21495;0.02976;0.14449;0.02244
"exercice";-0.68201;0.06298;0.32086;0.02984;-0.3946;0.07531
"antisémitisme";-1.03213;0.01603;-0.79061;0.02013;0.8261;0.03667
"concret";-0.02104;0.00025;0.07804;0.00745;0.34209;0.23898
"puis";-0.82763;0.29887;-0.25149;0.05908;0.47127;0.34613
"nation";-0.19509;0.0189;-0.33637;0.12026;-0.29153;0.15072
"individuel";0.02204;0.00011;0.14806;0.01059;0.04748;0.00182
"conscience";-0.02958;0.00017;-0.1407;0.00829;-0.12587;0.01107
"importance";0.32279;0.03919;0.40223;0.13028;-0.09565;0.01229
"savoir";-0.3424;0.03881;-0.31891;0.07207;-0.08769;0.00909
"dossier";0.06271;0.00148;-0.93471;0.70353;-0.23028;0.07125
"roi";-0.93645;0.65971;0.03024;0.00147;0.09811;0.02586
"historique";-0.38525;0.08709;-0.15057;0.02848;0.36249;0.27539
"ensuite";-0.58071;0.10148;0.49797;0.15974;-0.43878;0.20692
