"traite";-0.92209;0.63964;0.15336;0.03788;-0.01109;0.00033
"traiter";0.29779;0.04403;0.13625;0.01973;-0.21316;0.08058
"critique";-0.16681;0.00628;-0.21843;0.02305;-0.26703;0.05748
"responsabilité";0.25794;0.00501;-0.17772;0.00509;0.5748;0.08878
"participer";-0.27515;0.01481;0.37245;0.05809;-0.25565;0.04566
"États-Unis";0.63322;0.30165;0.0356;0.00204;-0.38528;0.39886
"dernier";-0.23422;0.02889;0.16506;0.03071;-0.41197;0.31922
"source";-0.38784;0.086;-0.22411;0.06147;-0.08304;0.01408
"industriel";-0.23042;0.03914;0.39358;0.24448;-0.03853;0.00391
"technologique";0.14837;0.00994;0.60492;0.35359;-0.03793;0.00232
"accès";0.97575;0.50138;-0.32811;0.12136;-0.18876;0.06701
"prise";-0.23421;0.01816;-0.13796;0.01349;-0.52167;0.32174
"établissement";0.63829;0.03065;-0.20241;0.0066;-0.60674;0.09892
"numérique";0.35363;0.01881;0.64313;0.13322;-0.15319;0.01261
"évoquer";0.06385;0.00209;0.44105;0.21302;-0.22831;0.09524
"photographique";-0.09532;0.00656;-0.91391;1.29132;-0.0778;0.01561
"peuple";-0.9467;0.18879;-0.05771;0.0015;0.17611;0.02333
"enfin";-0.59955;0.09194;-0.11962;0.00784;0.08741;0.00698
"mouvement";-0.18407;0.01988;-0.11061;0.01537;-0.2901;0.17638
"environnement";0.91809;0.41851;-0.27262;0.079;-0.20063;0.07138
"lors";-0.59108;0.09462;0.05624;0.00183;0.37304;0.13461
"professionnel";0.35726;0.03649;0.927;0.52589;0.33792;0.1166
"moral";0.20001;0.01023;0.45082;0.11129;0.67167;0.41214
"penser";-0.00583;1e-05;-0.59957;0.20842;0.24979;0.06036
"après";-0.79625;0.29571;0.11523;0.01326;0.01219;0.00025
"commun";0.15569;0.00584;-0.32755;0.05529;0.20159;0.03494
"début";-0.67731;0.24158;0.29016;0.09491;-0.26258;0.12968
"cycle";0.20969;0.02448;0.84599;0.85294;0.08182;0.01331
"exercer";0.13152;0.00364;0.50827;0.11649;-0.26813;0.05409
"repère";0.47289;0.14131;0.82094;0.9117;0.36042;0.29319
"EMC";-0.79292;0.0473;1.26151;0.25629;-0.99387;0.26542
"phénomène";0.29572;0.05921;0.199;0.0574;-0.1062;0.02728
"transformation";0.03399;0.00073;0.46847;0.29689;-0.03922;0.00347
"lumière";-0.86598;0.47389;0.22932;0.07114;-0.1288;0.03744
"science";0.06981;0.00205;2e-05;0;0.04324;0.00281
"limiter";0.09401;0.00492;-0.0824;0.00809;0.48329;0.46442
"confronter";-0.15442;0.00753;0.16715;0.0189;-0.27137;0.08311
"compte";-0.01074;4e-05;-0.27352;0.06024;-0.1792;0.04315
"inscrire";-0.39576;0.08013;0.09122;0.00911;-0.0566;0.00585
"fonctionnement";-0.48543;0.03191;0.04938;0.00071;0.04484;0.00097
"lycée";0.21129;0.01343;1.06589;0.73188;0.07359;0.00582
"reposer";0.44168;0.03229;0.63943;0.14486;0.69562;0.28604
"environ";-0.18328;0.02022;-0.74607;0.71713;-0.11212;0.02702
"XVIIIe";-0.96289;0.53009;-0.19658;0.0473;0.29926;0.18289
"envisager";0.4566;0.10038;-0.00423;2e-05;0.50421;0.43718
"offrir";-0.19921;0.02269;0.01854;0.00042;-0.25979;0.13782
"seul";-0.50495;0.10742;0.01938;0.00034;0.07274;0.00796
"cause";-0.40176;0.06071;-0.22205;0.0397;0.19807;0.05271
"sujet";-0.79871;0.25916;-0.04963;0.00214;0.0123;0.00022
"religion";-0.4402;0.10787;0.14512;0.0251;-0.51815;0.53383
"jusque";-0.63984;0.22175;-0.26347;0.08049;0.00615;7e-05
"inégal";0.79859;0.4126;-0.02751;0.00105;0.23567;0.12834
"public";-0.17843;0.01006;-0.15152;0.01553;0.75459;0.64259
"militaire";-0.73659;0.35919;0.15628;0.03462;0.06016;0.00856
"représentatif";-0.54543;0.02238;-0.02123;7e-05;-0.27917;0.02094
"républicain";-0.84934;0.30391;0.14818;0.0198;0.05736;0.00495
"cependant";0.17542;0.01852;0.12848;0.02127;-0.66424;0.94843
"réalité";-0.00912;3e-05;0.012;0.00012;-0.1112;0.01728
"considérer";0.09734;0.002;0.21511;0.02086;-0.00814;5e-05
"chercher";0.21796;0.0193;0.84055;0.61444;0.01747;0.00044
"écrire";-0.65492;0.07099;-0.65084;0.15008;0.31766;0.05965
"commerce";-0.6825;0.30837;0.24676;0.08629;-0.15683;0.05816
"besoin";0.78118;0.34891;-0.25689;0.08077;0.05687;0.0066
"paysage";0.74178;0.34771;0.28945;0.11334;0.47934;0.5186
"fonder";-0.56005;0.1227;-0.06112;0.00313;0.07267;0.00738
"divers";-0.28789;0.03616;0.24788;0.05739;-0.34746;0.18815
"récit";-0.77113;0.31314;-0.06193;0.00432;0.3331;0.2087
"personnel";-0.16767;0.00423;-0.30469;0.0299;0.32981;0.05846
"fonction";-0.15826;0.00641;-0.44523;0.10854;0.56731;0.29402
"concerner";0.05435;0.00102;0.20546;0.03127;0.11911;0.01754
"handicap";0.92295;0.01282;-1.04794;0.03537;-1.0603;0.06042
"tension";-0.33665;0.04604;0.0204;0.00036;0.20298;0.05978
"Paris";-0.50054;0.13193;-0.62608;0.44189;0.24792;0.11561
"abord";-0.73569;0.19544;-0.40083;0.1242;0.37869;0.18496
"centre";0.46088;0.07351;-0.03475;0.00089;0.04212;0.00219
"eux";-0.16965;0.01169;-0.37334;0.12121;-0.1164;0.01966
"alimentaire";0.85738;0.46453;-0.52079;0.36691;-0.5405;0.65938
"trouver";-0.77586;0.19925;-0.16715;0.0198;0.25831;0.07889
"agricole";0.81036;0.4051;-0.16788;0.03722;-0.05997;0.00792
"mieux";0.14838;0.00563;0.11231;0.00691;0.28319;0.07327
"prévention";1.09582;0.39749;0.08555;0.00519;0.2405;0.06838
"processus";0.07564;0.00293;-0.40727;0.18164;0.05531;0.00559
"entreprise";0.47871;0.13792;-0.63118;0.51328;-0.70613;1.07182
"riche";0.47353;0.1282;-0.51534;0.32505;-0.35998;0.26462
"acquérir";-0.07162;0.00069;-0.2507;0.01822;0.27467;0.03649
"moment";-0.65419;0.21249;0.3516;0.1314;-0.2067;0.07577
"5e";0.44118;0.07907;-0.33229;0.09602;0.23242;0.07838
"répondre";0.57966;0.13144;0.29616;0.07345;0.26826;0.10055
"eau";1.03266;0.64178;-0.32861;0.13912;-0.23479;0.1185
"parfois";0.38005;0.05868;0.36089;0.11327;0.06337;0.00583
"citoyenneté";0.29629;0.01189;0.81614;0.19309;0.39441;0.07524
"cours|cour";-0.41692;0.04969;0.00572;2e-05;-0.43663;0.19466
"raison";0.20915;0.0158;-0.19907;0.03063;-0.11901;0.01827
"rester";0.08143;0.00259;0.06558;0.0036;0.21024;0.06176
"communauté";-0.23251;0.00651;-0.39082;0.03936;0.16637;0.0119
