"dont";-0.11832;0.01736;0.00755;0.00013;-0.17456;0.07578;-0.13292;0.05107;0.06124;0.01329;0.00697;0.00024;-0.07603;0.03163;-0.13556;0.12235;0.02371;0.00441;0.12915;0.14647
"principe";-0.71556;0.1912;0.10772;0.00781;0.27602;0.05707;-0.01818;0.00029;0.13963;0.02081;-0.37752;0.20993;0.39753;0.26051;-0.15845;0.05035;0.02322;0.00127;0.22507;0.13398
"femme";-0.59676;0.27128;-0.21916;0.06592;1.12026;1.91784;-0.09897;0.0174;0.56976;0.70682;-0.40491;0.49267;-0.06515;0.01427;-0.08477;0.0294;0.14641;0.10325;0.30365;0.49752
"possible";0.092;0.00923;-0.05565;0.00608;0.03931;0.00338;0.1174;0.03504;-0.17168;0.09186;-0.14109;0.08562;0.17165;0.14184;-0.23746;0.33019;-0.07026;0.03404;-0.02905;0.00652
"contre";-0.13478;0.00678;-0.54118;0.19704;0.12318;0.01137;-0.00074;0;-0.41561;0.18436;0.17663;0.04595;-0.08592;0.01217;0.09753;0.01908;-0.08785;0.01822;0.01757;0.00082
"débat";0.10434;0.00699;0.23554;0.0642;0.07715;0.00767;-0.36777;0.20255;0.47349;0.41157;-0.20671;0.10826;0.38159;0.41287;0.53452;0.98552;-0.26685;0.2892;0.34344;0.5366
"lieu";-0.04715;0.00352;0.32823;0.30732;-0.31283;0.31084;-0.1227;0.05558;0.03687;0.00615;0.34273;0.73362;0.11976;0.10025;0.1814;0.27981;0.46086;2.12639;-0.10485;0.12329
"site";-0.2235;0.05074;0.14564;0.03881;-0.63805;0.82952;0.99206;2.33083;0.59185;1.01692;-0.14664;0.08615;0.03286;0.00484;0.1016;0.05631;0.12417;0.09903;-0.37586;1.01636
"action";-0.17351;0.01259;0.0375;0.00106;-0.48089;0.19403;-0.16868;0.02775;-0.31927;0.12185;-0.23543;0.09144;-0.22065;0.08989;-0.02006;9e-04;-0.33908;0.30406;0.49658;0.73051
"donner";-0.15903;0.02644;-0.00954;0.00017;-0.0357;0.00267;0.21755;0.11538;0.14892;0.06628;0.07353;0.0223;-0.00691;0.00022;0.02353;0.00311;0.28421;0.53406;-0.0053;0.00021
"comment";0.25795;0.0815;-0.07386;0.01204;0.44747;0.49198;-0.05327;0.0081;-0.13894;0.06759;-0.0364;0.0064;-0.21773;0.25634;0.19227;0.24316;0.04925;0.01879;-0.1597;0.22126
"puissance";0.01267;3e-04;0.33653;0.38098;-0.10321;0.0399;-0.25147;0.27529;0.55168;1.62418;0.06885;0.03491;0.0567;0.0265;-0.07328;0.05385;-0.2388;0.67324;-0.16559;0.36262
"prendre";-0.11322;0.0134;-0.17794;0.05964;-0.18136;0.06899;-0.00078;0;0.09963;0.02966;-0.05445;0.01223;-0.04502;0.00935;-0.21869;0.26854;-0.13773;0.12542;-0.04594;0.01563
"groupe";-0.17439;0.01408;0.16316;0.02221;-0.3724;0.12882;-0.61003;0.40178;0.30393;0.12226;-0.195;0.06945;0.26092;0.13917;0.26029;0.16847;-0.37579;0.41347;0.03385;0.00376
"enjeu";0.61955;0.3612;-0.15978;0.04329;0.18924;0.0676;0.1181;0.0306;0.18531;0.09236;0.15043;0.084;-0.07506;0.0234;-0.22243;0.25003;0.33182;0.65514;-0.04597;0.01408
"rôle";-0.027;7e-04;-0.05297;0.00483;-0.02715;0.00141;-0.01852;0.00076;0.09987;0.02725;0.07574;0.02163;-0.28967;0.3541;0.06403;0.02105;-0.11649;0.08202;0.18634;0.23512
