  ;facteur;NA;NA;NA;NA;NA;NA;NA;NA;NA;
évidence;0.735;0.182;0.013;0.001;0;0.018;0.025;0.004;0.006;0.011
empire;0.119;0.004;0.001;0.078;0.246;0.051;0.101;0.236;0.009;0.156
expliquer;0.033;0.074;0.007;0.026;0.004;0.321;0.078;0.299;0.005;0.027
pauvre;0.355;0.254;0.04;0;0.126;0.1;0.106;0.001;0.002;0.004
vivre;0.018;0.048;0.01;0.024;0.034;0.041;0.261;0.215;0.013;0.286
suffrage;0.189;0;0.462;0.016;0.068;0.116;0.025;0.019;0.02;0.077
loin;0.022;0.047;0.695;0.126;0.084;0.004;0.013;0.003;0.001;0.004
engager;0.057;0.001;0.16;0.064;0;0.016;0.185;0.062;0.004;0.382
intérêt;0.335;0.025;0.037;0.006;0.001;0;0.282;0.167;0.072;0.063
mobilité;0.257;0.448;0;0.057;0.003;0.002;0.005;0.114;0.101;0
aménagement;0.112;0.446;0.003;0.246;0.07;0.052;0.012;0;0.047;0.005
niveau;0.536;0.372;0.002;0.005;0.06;0.024;0.001;0;0;0
stéréotype;0.041;0;0.036;0.157;0.094;0.216;0.009;0.037;0.081;0.043
essentiel;0.22;0.383;0.051;0.008;0.004;0.058;0.243;0.017;0.007;0.009
documentation;0.027;0.006;0.471;0.124;0.163;0.045;0.001;0.083;0;0.058
Louis;0.409;0.027;0.113;0.025;0.282;0.014;0.001;0.011;0;0.117
justice;0.003;0.051;0.02;0.016;0.19;0.002;0;0.096;0.127;0.454
mener;0.025;0.001;0.354;0;0.004;0.161;0.207;0.115;0.015;0.116
dignité;0.027;0;0.008;0.045;0.184;0.043;0.076;0.282;0.022;0.303
mobiliser;0.654;0.098;0.024;0.01;0.004;0.049;0.076;0.005;0.064;0.004
système;0.006;0.312;0.05;0.038;0;0.08;0.055;0.024;0.007;0.348
changement;0.191;0.091;0.117;0.039;0.068;0.119;0.284;0.004;0.068;0
individu;0.349;0;0.009;0.002;0;0.039;0.122;0.373;0.064;0.008
parmi;0.001;0.092;0.304;0.04;0.059;0.044;0.025;0.055;0.001;0.175
nombre;0.55;0.334;0.002;0.002;0.031;0.033;0.014;0.015;0.006;0.01
santé;0.285;0.359;0;0.077;0.006;0.093;0.128;0.012;0.024;0.001
respecter;0.175;0;0.185;0.131;0.134;0.028;0.018;0.161;0.075;0.092
%;0.06;0.177;0.447;0.103;0.078;0.072;0.021;0.004;0.034;0.002
inviter;0.021;0.084;0.138;0.173;0.143;0.027;0.142;0.025;0.217;0.022
civique;0.244;0.383;0;0.205;0.01;0.001;0.001;0.032;0.014;0
avant;0.362;0.029;0.066;0.17;0.001;0.006;0.012;0.299;0.022;0
connaissance;0;0.035;0.003;0.047;0.253;0;0.006;0.15;0.049;0.214
maritime;0.07;0.243;0.01;0.123;0;0.025;0.033;0.151;0.34;0.003
XIXe;0.265;0.01;0.113;0.009;0.007;0.309;0.231;0.001;0.04;0.015
mesure;0.067;0.536;0.006;0.003;0.148;0.216;0.011;0.012;0.001;0
la;0.386;0.002;0.103;0.06;0.148;0.053;0.037;0.015;0.001;0.167
utiliser;0.068;0.56;0.06;0.002;0.012;0.05;0.07;0.002;0.038;0.129
nécessaire;0.223;0.057;0.098;0.1;0.199;0.04;0.088;0.014;0.127;0.018
domaine;0.031;0.333;0.102;0.005;0.115;0.042;0;0.012;0.323;0.024
union;0.023;0.46;0.018;0.246;0.024;0.05;0.059;0;0.088;0.005
école;0;0.238;0.047;0.001;0;0.367;0.024;0.057;0.162;0.102
colonial;0.312;0.014;0.094;0.004;0.004;0.276;0.276;0;0.013;0.007
échange;0.021;0.136;0.105;0.385;0.12;0.009;0.026;0.002;0.104;0.089
aspect;0.08;0.216;0.003;0.266;0.019;0.001;0.07;0.182;0.014;0.006
marquer;0.088;0.073;0.139;0.107;0.003;0.068;0;0.317;0.065;0.127
affaire;0.029;0.143;0.004;0.224;0.104;0.176;0.23;0.003;0.038;0.024
élément;0.132;0.021;0.155;0.111;0.169;0;0.004;0.104;0.179;0.053
souvent;0.344;0.016;0;0.297;0.045;0.092;0.003;0.111;0.028;0.037
territorial;0.221;0.357;0;0.183;0.179;0.002;0.007;0.004;0.006;0.006
chaque;0.007;0.013;0.1;0.032;0.004;0.001;0.138;0.629;0.042;0.023
exercice;0.377;0.021;0.035;0.043;0;0.004;0.052;0.059;0;0.122
antisémitisme;0.056;0.011;0.145;0.026;0.134;0.036;0.08;0.001;0.008;0.413
concret;0;0.055;0.01;0.018;0.307;0.021;0.047;0.017;0.014;0.432
puis;0.566;0.031;0.133;0;0.166;0.004;0.032;0.039;0.029;0
nation;0.057;0.19;0.012;0.002;0.08;0.403;0.004;0.03;0.009;0.177
individuel;0;0.049;0.083;0.018;0.155;0.331;0.208;0.033;0.054;0.021
conscience;0.068;0.212;0.007;0.419;0.015;0.018;0.046;0.019;0;0.07
importance;0.202;0.061;0.12;0.007;0.187;0.015;0.076;0.289;0.016;0.025
savoir;0.084;0.219;0.045;0.078;0.019;0.018;0.089;0.037;0.099;0.171
dossier;0.003;0.005;0.404;0.162;0.317;0;0.019;0.056;0.001;0.025
roi;0.246;0.019;0.075;0.063;0.38;0.04;0.056;0.068;0;0.046
historique;0.264;0;0.037;0.05;0.007;0;0.122;0.231;0.026;0.056
ensuite;0.24;0.013;0.099;0.149;0.051;0.04;0.04;0.353;0.01;0.005
traite;0.356;0.019;0.015;0.018;0.009;0.258;0.192;0.003;0.019;0.105
traiter;0.002;0.307;0.003;0.271;0.004;0.025;0.018;0.096;0.063;0.033
critique;0.047;0.011;0.003;0.13;0.48;0.147;0.046;0.071;0.016;0.049
responsabilité;0.083;0.104;0.007;0;0.04;0.147;0.28;0.002;0.253;0.028
participer;0.041;0.003;0.141;0.019;0.02;0.396;0.026;0.056;0.191;0.1
États-Unis;0.167;0.078;0.002;0.313;0.357;0.035;0.021;0.001;0.01;0
dernier;0.069;0.024;0.028;0.157;0.004;0.065;0.001;0.224;0.001;0.399
source;0.078;0.099;0.132;0.112;0.093;0.012;0.103;0.086;0.004;0.251
industriel;0.067;0.018;0.205;0.013;0;0.251;0.409;0.007;0.002;0.022
technologique;0.039;0.041;0.351;0.03;0.02;0.191;0.107;0.184;0.005;0.003
accès;0.417;0.41;0.015;0.125;0.004;0.011;0.007;0.007;0;0
prise;0.027;0.094;0.055;0.168;0.01;0.003;0.122;0.205;0.004;0.305
établissement;0.005;0.215;0.036;0.233;0.006;0.014;0.009;0.187;0;0.052
numérique;0.044;0.141;0.296;0.086;0.013;0.061;0.01;0.065;0.014;0.017
évoquer;0.002;0.079;0.442;0.003;0.002;0.003;0.161;0.099;0.033;0.002
photographique;0.013;0.004;0.532;0.115;0.194;0.016;0;0.083;0.001;0.022
peuple;0.735;0.021;0.003;0.004;0.003;0.023;0.16;0;0.016;0
enfin;0.566;0.02;0;0.004;0.12;0.071;0.009;0.018;0.164;0.001
mouvement;0.145;0.039;0.04;0.004;0.356;0.011;0.054;0.142;0.061;0.132
environnement;0.646;0.077;0;0.046;0.001;0.067;0.073;0;0.026;0.001
lors;0.442;0.019;0.04;0.008;0.312;0.004;0;0.066;0.02;0.086
professionnel;0.059;0.143;0.369;0.035;0.021;0.064;0.042;0.077;0.142;0.024
moral;0.006;0.245;0.049;0.032;0.03;0.148;0.065;0.294;0.017;0.047
penser;0.004;0.067;0.404;0.029;0.005;0;0.043;0.021;0.379;0.037
après;0.589;0.013;0.065;0.009;0.016;0.003;0.009;0.203;0.03;0.022
commun;0.036;0.001;0.185;0.025;0.132;0.129;0.022;0.039;0.313;0.007
début;0.27;0.001;0.004;0.133;0.09;0.001;0;0.328;0.04;0.121
cycle;0.054;0.016;0.585;0.013;0.084;0.156;0.006;0.002;0.048;0.023
exercer;0.006;0.218;0.236;0.145;0.021;0.072;0.081;0.051;0.168;0.001
repère;0.098;0.455;0.215;0.002;0.077;0.037;0.013;0.01;0.083;0.004
EMC;0.118;0.002;0.468;0.002;0.192;0.03;0.094;0.036;0.025;0.002
phénomène;0.086;0.068;0.022;0.083;0.069;0.006;0.091;0.004;0.375;0
transformation;0;0.053;0.101;0.004;0;0.208;0.041;0.158;0.189;0.043
lumière;0.318;0.019;0.047;0.004;0.001;0.32;0.264;0;0.018;0.007
science;0.015;0.003;0.034;0.027;0.015;0.322;0.245;0.278;0.002;0
limiter;0.044;0.007;0.045;0.008;0.157;0.066;0.025;0.229;0.009;0.176
confronter;0.054;0.007;0.056;0.103;0.028;0.051;0.021;0.537;0.098;0.008
compte;0;0.198;0;0.005;0.193;0.031;0.165;0.299;0.092;0.002
inscrire;0.483;0.027;0.047;0.032;0.002;0.003;0.021;0;0.003;0.003
fonctionnement;0.07;0.014;0;0.117;0.092;0.026;0.227;0;0.087;0.253
lycée;0.011;0.14;0.746;0.008;0.017;0.018;0.015;0.006;0.032;0.005
reposer;0.117;0.219;0.077;0.005;0.345;0.106;0.009;0.041;0.019;0.061
environ;0.014;0.205;0.419;0.066;0.031;0.168;0.001;0.014;0.048;0.03
XVIIIe;0.397;0.023;0.008;0;0.004;0.177;0.285;0.058;0.001;0.046
envisager;0.169;0.018;0;0.154;0.012;0.115;0.397;0;0.028;0.04
offrir;0.056;0.268;0.17;0.005;0.155;0.009;0.012;0.078;0.058;0.031
seul;0.807;0.102;0.002;0.005;0.001;0.018;0.016;0.001;0.008;0.015
cause;0.347;0.027;0.124;0.001;0.005;0.042;0.061;0.186;0.023;0.127
sujet;0.6;0.02;0.004;0;0.041;0.053;0.025;0.15;0.074;0.026
religion;0.034;0;0.043;0.218;0.101;0.042;0.062;0.375;0.004;0.121
jusque;0.606;0.091;0.082;0.014;0.001;0.013;0.015;0.026;0.027;0.121
inégal;0.523;0.17;0.015;0.055;0.009;0.03;0.152;0.006;0.003;0.001
public;0.066;0.008;0.039;0.106;0.036;0.001;0.175;0.406;0.035;0.06
militaire;0.706;0.002;0.003;0;0.018;0.136;0.094;0;0.025;0.002
représentatif;0.193;0.003;0.127;0.111;0.378;0.054;0.045;0;0.083;0
républicain;0.144;0.002;0.386;0.015;0.017;0.17;0.026;0.045;0.024;0.169
cependant;0.037;0.024;0.18;0.17;0.318;0.116;0.053;0.045;0.016;0.04
réalité;0.015;0.388;0;0.021;0.296;0.001;0.036;0.013;0.046;0.14
considérer;0.123;0.011;0.356;0;0.011;0.205;0.163;0.034;0.071;0
chercher;0.04;0.081;0.601;0.038;0.07;0.01;0.059;0.009;0.085;0.007
écrire;0.203;0.154;0.194;0;0.037;0.001;0.06;0.209;0.03;0.06
commerce;0.22;0.004;0.021;0.083;0.006;0.201;0.123;0.044;0.045;0.238
besoin;0.39;0.448;0.011;0.097;0.021;0.003;0.005;0.003;0.014;0.005
paysage;0.371;0.17;0;0.074;0.018;0.039;0.032;0.149;0.142;0.003
fonder;0.555;0.002;0.043;0.06;0.144;0.132;0.01;0.001;0.048;0.004
divers;0.143;0;0.322;0.136;0.185;0.003;0.073;0;0.08;0.014
récit;0.332;0.025;0.073;0.002;0.144;0.091;0.002;0.078;0.016;0.223
personnel;0.022;0.011;0.096;0;0.075;0.001;0.234;0.383;0;0.155
fonction;0.001;0.006;0.248;0.026;0.167;0.001;0.098;0.088;0.001;0.34
concerner;0.01;0.003;0.039;0.023;0.034;0.055;0.335;0.168;0.049;0.219
handicap;0.086;0.029;0.112;0.226;0.269;0.001;0.013;0.112;0.152;0.001
tension;0.246;0;0.004;0;0;0.004;0.017;0.394;0.055;0.278
Paris;0.203;0.034;0.175;0.275;0.059;0.013;0.115;0;0.002;0.075
abord;0.281;0.034;0.313;0.054;0.242;0.012;0.007;0.02;0.007;0.002
centre;0.057;0.27;0.054;0.128;0.193;0.075;0.036;0.021;0.099;0.047
eux;0.093;0;0.319;0.033;0.001;0.282;0.001;0.029;0.006;0.011
alimentaire;0.339;0.483;0.001;0.063;0;0.028;0.066;0.001;0.013;0.003
trouver;0.267;0.073;0.148;0.013;0.33;0.08;0.028;0.037;0;0.019
agricole;0.474;0.324;0.023;0.126;0.015;0.006;0.009;0.012;0.005;0
mieux;0.153;0.08;0.017;0.013;0.276;0.137;0.04;0.07;0.004;0.114
prévention;0.367;0.323;0.061;0.092;0.026;0.038;0.064;0;0.02;0.001
processus;0;0.206;0.326;0.046;0.259;0.045;0.059;0.026;0.007;0.001
entreprise;0.05;0.024;0.092;0.256;0.276;0.034;0.042;0.109;0.114;0.001
riche;0.379;0.409;0.058;0.006;0.053;0.034;0.057;0.001;0;0.002
acquérir;0.004;0.238;0.149;0.224;0.007;0.117;0.156;0.019;0.044;0.033
moment;0.485;0.078;0.275;0.015;0;0.012;0.032;0.01;0.025;0
5e;0.249;0.31;0.014;0.023;0.105;0.012;0.042;0.024;0.002;0.182
répondre;0.314;0.036;0.124;0.005;0.005;0.111;0;0.02;0.3;0.084
eau;0.407;0.468;0.019;0.1;0.002;0.001;0.001;0.002;0;0
parfois;0.139;0.215;0.001;0.226;0.088;0.072;0.038;0.002;0.11;0.105
citoyenneté;0;0.396;0.209;0.006;0.001;0.007;0.074;0.273;0.016;0.001
cours|cour;0.225;0.02;0.021;0.033;0.128;0.089;0;0.092;0;0.002
raison;0.196;0.087;0.006;0.096;0.044;0.199;0.016;0.053;0.122;0.175
rester;0.039;0.011;0.002;0.005;0.036;0.016;0.366;0.015;0.178;0.259
communauté;0.032;0.162;0.132;0.014;0.043;0.121;0.004;0.19;0.154;0.116

