" 3_2015";0.22187;4.36394;0.69529;46.38194;0.44942;27.95736;0.19561;8.59439;0.17034;8.29632
" 3_2025";0.37935;43.6773;-0.07128;1.6692;0.09527;4.30087;-0.17374;23.21148;-0.11097;12.0562
" 4_2015";-0.06809;2.44172;0.18368;19.22986;-0.1936;30.82279;0.04245;2.40414;-0.10555;18.92551
" 4_2025";0.17737;10.30399;-0.13865;6.81377;-0.18324;17.17136;0.05713;2.70845;0.21031;46.72451
" 5_2015";-0.28308;36.85751;-0.01287;0.08249;0.0882;5.58663;-0.1543;27.74708;0.06803;6.86604
" 5_2025";-0.08778;2.35554;-0.27936;25.82275;0.17224;14.16098;0.21358;35.33445;-0.08504;7.13142
