  ;facteur;NA;NA;NA;NA;
 3_2015;0.061;0.603;0.252;0.048;0.036
 3_2025;0.718;0.025;0.045;0.15;0.061
 4_2015;0.052;0.38;0.422;0.02;0.125
 4_2025;0.239;0.146;0.255;0.025;0.336
 5_2015;0.688;0.001;0.067;0.204;0.04
 5_2025;0.046;0.464;0.176;0.271;0.043

